Roll Year,Jurisdiction,Roll Number (Formatted),Mailing Address Line 6,Situs Unit Number,Situs Street Address,Previous Roll Value,Actual Value Land Total,Actual Value Impr Total,Actual Value Total
2023,District of Oak Bay,18-6806-00,V8S 4M6,,586 VICTORIA,1405000,1237000,284000,1521000
2023,District of Oak Bay,18-6807-00,V8R 1H2,,2380 OAK BAY,1536000,1164000,539000,1703000
2023,District of Oak Bay,18-6808-00,V8R 6L1,,2975 BEACH,6146000,4847000,885000,5732000
2023,District of Oak Bay,18-6809-00,V8S 4Z4,,545 TRANSIT,2363000,1795000,1018000,2813000
2023,District of Oak Bay,18-6810-00,,,498 BEACH,2366000,1942000,796000,2738000
2023,District of Oak Bay,18-6811-00,V8S 2T9,,984 ISLAND,1409000,1266000,261000,1527000
2023,District of Oak Bay,18-6812-00,V8S 2T9,,974 ISLAND,1488000,1247000,571000,1818000
2023,District of Oak Bay,18-6813-00,V8S 2Z3,,2435 MCNEILL,1717000,1184000,719000,1903000
2023,District of Oak Bay,18-6814-00,V8S 3E4,,2317 WINDSOR,1630000,1199000,555000,1754000
2023,District of Oak Bay,18-6815-00,V8S 3E4,,2327 WINDSOR,1642000,1199000,604000,1803000
2023,District of Oak Bay,18-6816-00,V8R 2W3,,2532 ESPLANADE,3324000,2380000,1230000,3610000
2023,District of Oak Bay,18-6817-00,V8R 2W3,,2540 ESPLANADE,2978000,2406000,837000,3243000
2023,District of Oak Bay,18-6818-00,V8R 5J9,,2832 CADBORO BAY,1698000,1406000,475000,1881000
2023,District of Oak Bay,18-6819-00,V8R 3E6,,2276 NEIL,1112000,1065000,169000,1234000
2023,District of Oak Bay,18-6820-00,V8R 1R7,,2713 SOMASS,2510000,2287000,462000,2749000
2023,District of Oak Bay,18-6821-00,V8R 1R7,,2717 SOMASS,2315000,1574000,573000,2147000
2023,District of Oak Bay,18-6823-00,V8R 3S7,,2440 CARDIGAN,3659000,2581000,1652000,4233000
2023,District of Oak Bay,18-6826-00,V8V 3K2,,1725 BEACH,11695000,5886000,7407000,13293000
2023,District of Oak Bay,18-6826-00,V8V 3K2,,1725 BEACH,11695000,5886000,7407000,13293000
2023,District of Oak Bay,18-6827-00,V8W 2S6,, ,823000,949000,0,949000
2023,District of Oak Bay,18-6828-00,V8S 5G5,,1036 DEAL,1920000,1546000,524000,2070000
2023,District of Oak Bay,18-6829-00,V8S 4X1,,1259 OLIVER,1519000,1387000,241000,1628000
2023,District of Oak Bay,18-6830-00,V8S 4X1,,1249 OLIVER,1629000,1354000,1218000,2572000
2023,District of Oak Bay,18-6832-00,V8S 3B9,,2619 CURRIE,1218000,1139000,265000,1404000
2023,District of Oak Bay,18-6834-00,V8R 5T7,,1721 HAMPSHIRE,2638000,1506000,1472000,2978000
2023,District of Oak Bay,18-6836-00,V8R 1G2,, NEWPORT,495000,573000,0,573000
2023,District of Oak Bay,18-6839-00,V8R 5Z6,,2358 HERON,1626000,1571000,198000,1769000
2023,District of Oak Bay,18-6840-00,V8R 5X4,,1741 MONTEITH,1631000,1565000,211000,1776000
2023,District of Oak Bay,18-6841-00,V8R 6T6,,2649 SHADY,1785000,1284000,726000,2010000
2023,District of Oak Bay,18-6842-00,V8W 2S6,,2425 CURRIE,6915000,1641000,5886000,7527000
2023,District of Oak Bay,18-6843-00,V8S 3B5,,2431 CURRIE,1594000,1319000,418000,1737000
2023,District of Oak Bay,18-6844-00,V8P 5R2,,2041 CADBORO BAY,1210000,862000,374000,1236000
2023,District of Oak Bay,18-6844-00,V8N 6N3,,2041 CADBORO BAY,1210000,862000,374000,1236000
2023,District of Oak Bay,18-6845-00,V8R 1G2,,1442 MONTEREY,6151000,3317000,3320000,6637000
2023,District of Oak Bay,18-6845-00,V8R 1G2,,1442 MONTEREY,6151000,3317000,3320000,6637000
2023,District of Oak Bay,18-6846-00,V8R 5Z6,,2338 HERON,1594000,1415000,334000,1749000
2023,District of Oak Bay,18-6847-00,V8R 5Z6,,2346 HERON,1475000,1420000,193000,1613000
2023,District of Oak Bay,18-6848-00,,,1633 PROSPECT,1907000,1556000,575000,2131000
2023,District of Oak Bay,18-6848-00,,,1633 PROSPECT,1907000,1556000,575000,2131000
2023,District of Oak Bay,18-6849-00,V8R 6H8,,1632 BEACH,1953000,1556000,572000,2128000
2023,District of Oak Bay,18-6851-00,V8R 6H8,,1606 BEACH,2093000,1624000,686000,2310000
2023,District of Oak Bay,18-6852-00,V8S 2G9,,1949 CRESCENT,4374000,2269000,2014000,4283000
2023,District of Oak Bay,18-6853-00,V8S 2J9,,90 KING GEORGE,2379000,2591000,277000,2868000
2023,District of Oak Bay,18-6854-00,V8S 2J9,,84 KING GEORGE,2919000,3124000,372000,3496000
2023,District of Oak Bay,18-6855-00,V8S 4K3,,100 DENISON,3013000,3169000,398000,3567000
2023,District of Oak Bay,18-6856-00,V8R 6L6,,3120 BEACH,5690000,3496000,2675000,6171000
2023,District of Oak Bay,18-6857-00,K9H 4V4,,3100 BEACH,2958000,2828000,1304000,4132000
2023,District of Oak Bay,18-6859-00,V8R 5V6,,1647 MONTEREY,1608000,1384000,371000,1755000
2023,District of Oak Bay,18-6860-00,V8R 5V7,,1779 ST. ANN,1537000,1202000,460000,1662000
2023,District of Oak Bay,18-6861-00,V8R 5V7,,1773 ST. ANN,1451000,1202000,378000,1580000
2023,District of Oak Bay,18-6862-00,V8R 5V7,,1767 ST. ANN,1246000,1202000,173000,1375000
2023,District of Oak Bay,18-6862-00,V8R 5V7,,1767 ST. ANN,1246000,1202000,173000,1375000
2023,District of Oak Bay,18-6863-00,V8S 4W4,,754 OLIVER,1560000,1431000,244000,1675000
2023,District of Oak Bay,18-6864-00,V8S 4W4,,742 OLIVER,1534000,1458000,189000,1647000
2023,District of Oak Bay,18-6867-00,V8S 5G3,,924 DEAL,1984000,1274000,906000,2180000
2023,District of Oak Bay,18-6868-00,V8N 5X8,,916 DEAL,1568000,1268000,438000,1706000
2023,District of Oak Bay,18-6869-00,V8S 3A6,,2641 MARGATE,1418000,1318000,207000,1525000
2023,District of Oak Bay,18-6870-00,V8S 4K8,,687 MOUNTJOY,1911000,1954000,348000,2302000
2023,District of Oak Bay,18-6871-00,V8S 4K8,,683 MOUNTJOY,2688000,1886000,1513000,3399000
2023,District of Oak Bay,18-6872-00,V8S 2M5,,510 BEACH,2516000,2343000,595000,2938000
2023,District of Oak Bay,18-6873-00,V8S 4J9,,2114 MARNE,3877000,2578000,911000,3489000
2023,District of Oak Bay,18-6874-00,V6R 1H5,,1039 BEACH,6618000,5192000,1190000,6382000
2023,District of Oak Bay,18-6875-01,V8R 6H2,,3480 RIPON,9765000,3643000,6248000,9891000
2023,District of Oak Bay,18-6875-01,V8R 6H2,,3480 RIPON,9765000,3643000,6248000,9891000
2023,District of Oak Bay,18-6876-00,V8R 6H8,,1580 BEACH,5567000,3636000,2391000,6027000
2023,District of Oak Bay,18-6877-00,V8R 1G2,, ,1854000,2138000,0,2138000
2023,District of Oak Bay,18-6878-00,V8S 2T6,,568 ISLAND,2020000,1562000,826000,2388000
2023,District of Oak Bay,18-6879-00,V8S 2T6,,570 ISLAND,2469000,1673000,1293000,2966000
2023,District of Oak Bay,18-6880-00,V8S 2T6,,572 ISLAND,3468000,2144000,1964000,4108000
2023,District of Oak Bay,18-6881-00,V8S 2T6,,574 ISLAND,3717000,2277000,1952000,4229000
2023,District of Oak Bay,18-6882-00,V8S 2T6,,576 ISLAND,2369000,1685000,1144000,2829000
2023,District of Oak Bay,18-6883-00,V8S 2T6,,578 ISLAND,2161000,1604000,955000,2559000
2023,District of Oak Bay,18-6884-00,V8S 2M9,,1110 BEACH,10918100,7999900,3908000,11907900
2023,District of Oak Bay,18-6885-00,V8W 1R6,,2144 CRESCENT,2110000,2436000,0,2436000
2023,District of Oak Bay,18-6886-00,V8R 6J3,,1860 BEACH,2131000,1826000,507000,2333000
2023,District of Oak Bay,18-6887-00,V8R 6J3,,1852 BEACH,1962000,1487000,703000,2190000
2023,District of Oak Bay,18-6889-00,X1A 2N2,,2106 MARNE,3804000,2587000,1147000,3734000
2023,District of Oak Bay,18-6890-00,V8S 4J9,,2142 MARNE,3103000,2023000,1019000,3042000
2023,District of Oak Bay,18-6891-00,V8S 4J9,,2132 MARNE,3093000,2735000,195000,2930000
2023,District of Oak Bay,18-6892-00,V8S 4L5,,520 FALKLAND,2646000,2114000,914000,3028000
2023,District of Oak Bay,18-6893-00,V8S 4L5,,552 FALKLAND,2024000,1864000,535000,2399000
2023,District of Oak Bay,18-6894-00,T3Z 2T2,,2072 MARNE,3061000,2399000,516000,2915000
2023,District of Oak Bay,18-6895-00,V8S 2H4,,2157 CRESCENT,4695000,2699000,1869000,4568000
2023,District of Oak Bay,18-6896-02,V8R 6H1,,3475 RIPON,5678000,5483000,520000,6003000
2023,District of Oak Bay,18-6896-02,V8R 6H1,,3475 RIPON,5678000,5483000,520000,6003000
2023,District of Oak Bay,18-6896-03,V8R 6H1,,3475 RIPON,5645000,1767000,3907000,5674000
2023,District of Oak Bay,18-6896-03,V9T 6J9,,3475 RIPON,5645000,1767000,3907000,5674000
2023,District of Oak Bay,18-6897-00,V8S 2H4,,2171 CRESCENT,2740100,2480000,53200,2533200
2023,District of Oak Bay,18-6898-00,V8S 4P9,,1369 MITCHELL,3763000,2911000,1243000,4154000
2023,District of Oak Bay,18-6898-10,V8S 4P9,,2095 GRANITE,1459000,369000,1223000,1592000
2023,District of Oak Bay,18-6898-10,V8S 4P9,,2095 GRANITE,1459000,369000,1223000,1592000
2023,District of Oak Bay,18-6899-00,V8S 2E6,,2086 BRIGHTON,1408000,1239000,257000,1496000
2023,District of Oak Bay,18-6900-00,V8S 2E6,,2090 BRIGHTON,1804000,1239000,727000,1966000
2023,District of Oak Bay,18-6901-00,V8S 2E6,,2094 BRIGHTON,1348000,1276000,202000,1478000
2023,District of Oak Bay,18-6902-00,V8R 5B8,,2751 FOUL BAY,940000,850000,163000,1013000
2023,District of Oak Bay,18-6903-00,V8R 5B8,,2745 FOUL BAY,1471000,850000,771000,1621000
2023,District of Oak Bay,18-6904-00,V8R 5B8,,2741 FOUL BAY,889300,866000,101000,967000
2023,District of Oak Bay,18-6905-00,V8S 2J8,,117 KING GEORGE,2045000,2256000,222000,2478000
2023,District of Oak Bay,18-6906-00,V8S 2H8,,2088 LORNE,2506000,1627000,1165000,2792000
2023,District of Oak Bay,18-6907-00,V8S 2S9,,2465 CENTRAL,1556000,1507000,361000,1868000
2023,District of Oak Bay,18-6908-00,V8S 2S9,,2473 CENTRAL,1881000,1355000,884000,2239000
2023,District of Oak Bay,18-6909-00,V8S 2S9,,2481 CENTRAL,1688000,1512000,501000,2013000
2023,District of Oak Bay,18-6910-00,V8R 5V7,,1733 ST. ANN,1472000,1403000,193000,1596000
2023,District of Oak Bay,18-6911-00,V8R 5V7,,1717 ST. ANN,1397000,1342000,177000,1519000
2023,District of Oak Bay,18-6912-00,V8R 5S2,,3020 EASTDOWNE,1365000,1204000,213000,1417000
2023,District of Oak Bay,18-6913-00,V8R 5S2,,3030 EASTDOWNE,1319000,1130000,253000,1383000
2023,District of Oak Bay,18-6916-01,V8R 5V5,,1644 MONTEREY,1907000,1176000,871000,2047000
2023,District of Oak Bay,18-6917-00,V8S 4X1,,1467 OLIVER,1930000,1320000,803000,2123000
2023,District of Oak Bay,18-6918-00,V8R 1G8,,2315 OAK BAY,1791000,1229000,751000,1980000
2023,District of Oak Bay,18-6919-00,V8S 2N2,,1029 BEACH,7365000,5263000,1660000,6923000
2023,District of Oak Bay,18-6920-00,V8S 5A4,,1197 TRANSIT,2257000,1561000,896000,2457000
2023,District of Oak Bay,18-6921-00,V8S 5A4,,1187 TRANSIT,2217000,1531000,865000,2396000
2023,District of Oak Bay,18-6921-00,V8S 1C7,,1187 TRANSIT,2217000,1531000,865000,2396000
2023,District of Oak Bay,18-6921-00,L0E 1T0,,1187 TRANSIT,2217000,1531000,865000,2396000
2023,District of Oak Bay,18-6923-00,V8S 2J8,,249 KING GEORGE,11630000,4023000,7244000,11267000
2023,District of Oak Bay,18-6924-00,V1G 4E7,,3290 BEACH,4179000,2829000,1039000,3868000
2023,District of Oak Bay,18-6925-00,V8R 6T6,,2655 SHADY,2652000,1839000,1105000,2944000
2023,District of Oak Bay,18-6925-00,V8R 6T6,,2655 SHADY,2652000,1839000,1105000,2944000
2023,District of Oak Bay,18-6926-00,V8R 6J1,,1720 BEACH,2024000,1638000,612000,2250000
2023,District of Oak Bay,18-6935-00,V8R 6E2,,3135 WEALD,3728000,2486000,1476000,3962000
2023,District of Oak Bay,18-6936-00,V8S 5A8,,657 BYNG,1947000,1973000,360000,2333000
2023,District of Oak Bay,18-6937-00,V8S 5C1,,648 LINKLEAS,2818000,1812000,1571000,3383000
2023,District of Oak Bay,18-6938-00,V8S 2J8,,363 KING GEORGE,4174000,2383000,1909000,4292000
2023,District of Oak Bay,18-6939-00,V8S 2J8,,369 KING GEORGE,4709000,2864000,1938000,4802000
2023,District of Oak Bay,18-6940-00,T1S 1A1,,375 KING GEORGE,4301000,2767000,1521000,4288000
2023,District of Oak Bay,18-6941-00,V8S 5B9,,606 INGLEWOOD,2971000,2800000,788000,3588000
2023,District of Oak Bay,18-6942-00,V8S 2M5,,592 BEACH,2194000,2338000,236000,2574000
2023,District of Oak Bay,18-6944-00,V8R 3M6,,2856 DEWDNEY,2066000,1746000,528000,2274000
2023,District of Oak Bay,18-6945-00,V8R 5X7,,1621 PROSPECT,3593000,2394000,1567000,3961000
2023,District of Oak Bay,18-6946-00,V8S 5C8,,843 NEWPORT,2268000,2050000,666000,2716000
2023,District of Oak Bay,18-6948-00,V8J 1A3,,2425 OAK BAY,2131000,1538000,822000,2360000
2023,District of Oak Bay,18-6948-00,V8R 1H3,,2425 OAK BAY,2131000,1538000,822000,2360000
2023,District of Oak Bay,18-6948-00,V5L 4J2,,2425 OAK BAY,2131000,1538000,822000,2360000
2023,District of Oak Bay,18-6948-00,V6E 4L5,,2425 OAK BAY,2131000,1538000,822000,2360000
2023,District of Oak Bay,18-6949-00,V8R 6V9,,2435 OAK BAY,2149000,1519000,836000,2355000
2023,District of Oak Bay,18-6951-00,V8S 2V1,,967 ISLAND,2075000,1471000,766000,2237000
2023,District of Oak Bay,18-6952-00,V8S 2V1,,959 ISLAND,2546000,1476000,1365000,2841000
2023,District of Oak Bay,18-6953-00,V8S 4P3,,1175 VICTORIA,1417000,1367000,155000,1522000
2023,District of Oak Bay,18-6954-00,V1C 1A2,,1155 VICTORIA,2392000,1360000,1283000,2643000
2023,District of Oak Bay,18-6954-00,V8S 4P3,,1155 VICTORIA,2392000,1360000,1283000,2643000
2023,District of Oak Bay,18-6955-00,V8S 4P3,,1149 VICTORIA,1725000,1352000,489000,1841000
2023,District of Oak Bay,18-6956-00,V9A 1M7,,2260 OAK BAY,5339000,3245000,2196000,5441000
2023,District of Oak Bay,18-6957-00,V8S 3H2,,2450 BERESFORD,2277000,1681000,860000,2541000
2023,District of Oak Bay,20-0006-00,T5J 2N7,, ,4406000,0,2192000,2192000
2023,District of Oak Bay,20-0007-00,V6B 5R3,, ,2927000,0,3115000,3115000
2023,District of Oak Bay,20-0008-00,M4Y 2Y5,, ,23100,0,24000,24000
2023,District of Oak Bay,70-0002-00,V8R 1G2,, BEACH,346000,374000,0,374000
2023,District of Oak Bay,70-0002-00,V9T 6J9,, BEACH,346000,374000,0,374000
2023,District of Oak Bay,70-0005-00,V8R 1G2,, BEACH,1604900,1743000,95900,1838900
2023,District of Oak Bay,70-0006-00,V8R 1G2,, BEACH,1011000,1089000,0,1089000
2023,District of Oak Bay,70-0006-00,V9T 6J9,, BEACH,1011000,1089000,0,1089000
2023,District of Oak Bay,70-0007-00,V8R 1G2,, BEACH,214000,234000,0,234000
2023,District of Oak Bay,70-0007-00,V9T 6J9,, BEACH,214000,234000,0,234000
2023,District of Oak Bay,70-0013-00,V6Z 0B9,, ,553000,381000,257000,638000
2023,District of Oak Bay,70-0016-00,V6Z 0B9,, TRIAL,3066700,2648000,509200,3157200
2023,District of Oak Bay,70-0019-00,V8W 2B1,, TRIAL ISLAND,341000,224000,146000,370000
2023,District of Oak Bay,70-0019-00,V9T 6J9,, TRIAL ISLAND,341000,224000,146000,370000
2023,District of Oak Bay,70-0023-00,V8W 2S6,, ,2000,2000,0,2000
2023,District of Oak Bay,70-0023-00,V9T 6J9,, ,2000,2000,0,2000
2023,District of Oak Bay,70-0024-00,V8W 2S6,, ,2000,2000,0,2000
2023,District of Oak Bay,70-0024-00,V9T 6J9,, ,2000,2000,0,2000
2023,District of Oak Bay,70-0026-00,V9T 6J9,,3195 HUMBER,2000,2000,0,2000
2023,District of Oak Bay,70-0026-00,V8R 3S9,,3195 HUMBER,2000,2000,0,2000
2023,District of Oak Bay,80-0001-00,V8S 2N5,106,1312 BEACH,648900,587000,81900,668900
2023,District of Oak Bay,80-0002-00,V8S 2N5,104,1312 BEACH,579900,521000,74300,595300
2023,District of Oak Bay,80-0003-00,V8S 2N5,102,1312 BEACH,535300,476000,74500,550500
2023,District of Oak Bay,80-0004-00,V8S 2N5,101,1312 BEACH,526900,468000,74600,542600
2023,District of Oak Bay,80-0005-00,V8S 2N5,103,1312 BEACH,452800,408000,60500,468500
2023,District of Oak Bay,80-0006-00,V3M 6T9,105,1312 BEACH,371500,334000,53800,387800
2023,District of Oak Bay,80-0007-00,V8S 5A3,107,1312 BEACH,838000,763000,103000,866000
2023,District of Oak Bay,80-0008-00,V8S 2N5,206,1312 BEACH,696000,643000,82800,725800
2023,District of Oak Bay,80-0009-00,V8S 2N5,204,1312 BEACH,651100,608000,76000,684000
2023,District of Oak Bay,80-0010-00,V8S 2N5,202,1312 BEACH,607000,558000,79800,637800
2023,District of Oak Bay,80-0011-00,T2J 4Z8,201,1312 BEACH,558400,501000,78900,579900
2023,District of Oak Bay,80-0012-00,V8S 2N5,203,1312 BEACH,483100,443000,61100,504100
2023,District of Oak Bay,80-0013-00,V8S 2N5,205,1312 BEACH,502300,465000,61100,526100
2023,District of Oak Bay,80-0014-00,T6R 1A6,207,1312 BEACH,892000,819000,103000,922000
2023,District of Oak Bay,80-0015-00,V8S 2N5,306,1312 BEACH,711000,651000,90000,741000
2023,District of Oak Bay,80-0016-00,V8S 2N5,304,1312 BEACH,623700,565000,78300,643300
2023,District of Oak Bay,80-0017-00,V8S 2N5,302,1312 BEACH,575000,495000,99600,594600
2023,District of Oak Bay,80-0018-00,V0N 1G2,301,1312 BEACH,570000,513000,78800,591800
2023,District of Oak Bay,80-0019-00,V8W 0B6,303,1312 BEACH,493100,454000,61000,515000
2023,District of Oak Bay,80-0020-00,V8K 1W9,305,1312 BEACH,513400,476000,61000,537000
2023,District of Oak Bay,80-0020-00,V8K 1W9,305,1312 BEACH,513400,476000,61000,537000
2023,District of Oak Bay,80-0021-00,V8S 2N5,307,1312 BEACH,911000,835000,107000,942000
2023,District of Oak Bay,80-0022-00,V8S 2N5,406,1312 BEACH,731000,672000,94100,766100
2023,District of Oak Bay,80-0023-00,V8S 2N5,404,1312 BEACH,640300,583000,82400,665400
2023,District of Oak Bay,80-0024-00,V8S 2N5,402,1312 BEACH,591800,532000,82500,614500
2023,District of Oak Bay,80-0025-00,V8S 2N5,401,1312 BEACH,586000,529000,82900,611900
2023,District of Oak Bay,80-0026-00,R3M 3X3,403,1312 BEACH,506400,464000,68700,532700
2023,District of Oak Bay,80-0027-00,R3M 3X3,405,1312 BEACH,527900,486000,68700,554700
2023,District of Oak Bay,80-0028-00,V8S 2N5,407,1312 BEACH,936000,862000,111000,973000
2023,District of Oak Bay,80-0029-00,V6J 4H3,A,1400 NEWPORT,5100,4900,200,5100
2023,District of Oak Bay,80-0030-00,T2X 1V2,B,1400 NEWPORT,5100,4900,200,5100
2023,District of Oak Bay,80-0031-00,V8S 5E9,C,1400 NEWPORT,5100,4900,200,5100
2023,District of Oak Bay,80-0032-00,V8S 5E9,D,1400 NEWPORT,5100,4900,200,5100
2023,District of Oak Bay,80-0033-00,V8S 5E9,E,1400 NEWPORT,5100,4900,200,5100
2023,District of Oak Bay,80-0034-00,V8S 5E9,F,1400 NEWPORT,5100,4900,200,5100
2023,District of Oak Bay,80-0035-00,V8S 5E9,13,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0036-00,V8S 5E9,14,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0037-00,V8S 5E9,15,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0038-00,V8S 5E9,16,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0039-00,V8S 5E9,17,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0040-00,V8S 5E9,18,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0040-00,V8S 5E9,18,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0041-00,V8S 5E9,19,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0042-00,V8S 5E9,20,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0043-00,V8S 5E9,21,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0044-00,V8S 5E9,22,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0045-00,V8S 5E9,23,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0046-00,V8S 5E9,24,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0047-00,V8S 5E9,112,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0048-00,V8S 5E9,26,1400 NEWPORT,5100,4700,300,5000
2023,District of Oak Bay,80-0049-00,V8S 5E9,12,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0050-00,V8S 5E9,11,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0051-00,V8S 5E9,10,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0052-00,V5L 2L5,9,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0052-00,V8S 5E9,9,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0053-00,V8S 5E9,8,1400 NEWPORT,5100,5000,82,5082
2023,District of Oak Bay,80-0054-00,V8S 5E9,7,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0055-00,V8S 5E9,6,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0056-00,V8S 5E9,5,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0057-00,V8S 5E9,115,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0058-00,V8S 5E9,3,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0059-00,K7L 2G9,2,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0060-00,V8S 5E9,1,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0061-00,V8S 5E9,101,1400 NEWPORT,5100,5000,80,5080
2023,District of Oak Bay,80-0062-00,V8S 5E9,1,1400 NEWPORT,477200,523000,27000,550000
2023,District of Oak Bay,80-0063-00,V8S 5E9,101,1400 NEWPORT,538300,585000,40400,625400
2023,District of Oak Bay,80-0064-00,V8S 5E9,102,1400 NEWPORT,456700,505000,29200,534200
2023,District of Oak Bay,80-0064-00,V5L 2L5,102,1400 NEWPORT,456700,505000,29200,534200
2023,District of Oak Bay,80-0065-00,,103,1400 NEWPORT,321600,360000,20300,380300
2023,District of Oak Bay,80-0066-00,V8S 5E9,104,1400 NEWPORT,349600,391000,21300,412300
2023,District of Oak Bay,80-0067-00,T2X 1V2,105,1400 NEWPORT,349700,391000,21300,412300
2023,District of Oak Bay,80-0068-00,V8S 5E9,106,1400 NEWPORT,352600,394000,21300,415300
2023,District of Oak Bay,80-0069-00,V8S 5E9,107,1400 NEWPORT,351900,394000,20600,414600
2023,District of Oak Bay,80-0070-00,V6J 4H3,108,1400 NEWPORT,355200,396000,22000,418000
2023,District of Oak Bay,80-0071-00,V8S 5E9,109,1400 NEWPORT,458300,504000,29700,533700
2023,District of Oak Bay,80-0072-00,V8S 5E9,110,1400 NEWPORT,370600,409000,22100,431100
2023,District of Oak Bay,80-0073-00,V8S 5E9,111,1400 NEWPORT,333300,371000,18900,389900
2023,District of Oak Bay,80-0074-00,V8S 5E9,112,1400 NEWPORT,388300,431000,24400,455400
2023,District of Oak Bay,80-0075-00,V8S 5E9,113,1400 NEWPORT,321500,359000,21500,380500
2023,District of Oak Bay,80-0076-00,V8S 5E9,114,1400 NEWPORT,466200,511000,30400,541400
2023,District of Oak Bay,80-0077-00,V8S 5E9,115,1400 NEWPORT,474500,519000,31600,550600
2023,District of Oak Bay,80-0078-00,V8S 5E9,201,1400 NEWPORT,574300,626000,41700,667700
2023,District of Oak Bay,80-0079-00,V8S 5E9,202,1400 NEWPORT,478600,528000,31000,559000
2023,District of Oak Bay,80-0080-00,V8S 5E9,203,1400 NEWPORT,328000,367000,20600,387600
2023,District of Oak Bay,80-0081-00,T2V 4R1,204,1400 NEWPORT,360400,402000,22100,424100
2023,District of Oak Bay,80-0082-00,V8S 5E9,205,1400 NEWPORT,356500,398000,22200,420200
2023,District of Oak Bay,80-0083-00,V8S 5E9,206,1400 NEWPORT,361400,403000,22100,425100
2023,District of Oak Bay,80-0084-00,V8S 5E9,207,1400 NEWPORT,360700,403000,21400,424400
2023,District of Oak Bay,80-0085-00,V8S 5E9,208,1400 NEWPORT,366500,408000,23400,431400
2023,District of Oak Bay,80-0086-00,V8S 5E9,209,1400 NEWPORT,465200,511000,30300,541300
2023,District of Oak Bay,80-0087-00,V8S 5E9,210,1400 NEWPORT,382900,423000,23100,446100
2023,District of Oak Bay,80-0088-00,V8S 5E9,211,1400 NEWPORT,362700,400000,22400,422400
2023,District of Oak Bay,80-0091-00,V8S 5E9,214,1400 NEWPORT,478700,524000,31500,555500
2023,District of Oak Bay,80-0092-00,V8S 5E9,215,1400 NEWPORT,484800,530000,32800,562800
2023,District of Oak Bay,80-0093-00,V8S 5E9,301,1400 NEWPORT,614400,677000,43500,720500
2023,District of Oak Bay,80-0094-00,V8S 5E9,302,1400 NEWPORT,511700,570000,31900,601900
2023,District of Oak Bay,80-0095-00,V8S 5E9,303,1400 NEWPORT,336400,379000,21600,400600
2023,District of Oak Bay,80-0096-00,V8S 5E9,304,1400 NEWPORT,371400,417000,22700,439700
2023,District of Oak Bay,80-0097-00,V8S 5E9,305,1400 NEWPORT,366500,412000,22800,434800
2023,District of Oak Bay,80-0097-00,V8S 5E9,305,1400 NEWPORT,366500,412000,22800,434800
2023,District of Oak Bay,80-0098-00,V8S 5E9,306,1400 NEWPORT,370400,416000,22800,438800
2023,District of Oak Bay,80-0099-00,V8S 5E9,307,1400 NEWPORT,369700,416000,22100,438100
2023,District of Oak Bay,80-0100-00,V0R 1X6,308,1400 NEWPORT,377600,424000,24300,448300
2023,District of Oak Bay,80-0101-00,V8S 5E9,309,1400 NEWPORT,475800,527000,31100,558100
2023,District of Oak Bay,80-0102-00,V8S 5E9,310,1400 NEWPORT,394400,436000,24500,460500
2023,District of Oak Bay,80-0103-00,V8S 5E9,311,1400 NEWPORT,371800,413000,23300,436300
2023,District of Oak Bay,80-0104-00,V8S 5E9,312,1400 NEWPORT,411200,458000,26400,484400
2023,District of Oak Bay,80-0105-00,V8S 5E9,313,1400 NEWPORT,333800,374000,22900,396900
2023,District of Oak Bay,80-0106-00,V8S 5E9,314,1400 NEWPORT,533300,592000,33000,625000
2023,District of Oak Bay,80-0107-00,V8S 5E9,315,1400 NEWPORT,519100,573000,34800,607800
